Element,Grundlage
https://test.schema-repository.fitko.dev/fields/baukasten/F00002503/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002402/1.0,"Nr. 3.2. (1) TRGS 519; Anlagen 1.1, 1.2, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002370/1.0,Anhang I Nr. 2.4.2 GefStoffV; Nr. 3.2 (4) TRGS 519; Anlage 1.3 TRGS 519; Nr. 14 TRGS 519; Nr. 17 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002490/1.0,XOEV.Kernkomponente.NameOrganisation.name vom 01.08.2017; XGewerbeanzeige.Betrieb.eingetragenerName Version 2.2 
https://test.schema-repository.fitko.dev/fields/baukasten/F00000054/1.3,XInneres.Meldeanschrift.postleitzahl Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002528/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000536/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Nr. 3.2 (3) TRGS 519; Anlage 1.3 TRGS 519 "
https://test.schema-repository.fitko.dev/fields/baukasten/F00002513/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002500/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000038/2.1,XMeld.type.AnschriftMelderecht.Ausland.staat Version 2.4.4; Codeliste laut Xmeld und DSMeld: Codeliste Destatis Staat (urn:de:bund:destatis:bevoelkerungsstatistik:schluessel:staat)
https://test.schema-repository.fitko.dev/fields/baukasten/F00000072/1.3,ITU E.123
https://test.schema-repository.fitko.dev/fields/baukasten/F00000539/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Anlagen 1.2, 1.3  TRGS 519"
https://test.schema-repository.fitko.dev/groups/baukasten/G00001375/1.0,"Anlage 1.3 TRGS 519; Nr. 3.2 (4) TRGS 519; Anhang I, Nr. 2.4.2 GefStoffV; Nr. 14 TRGS 519; Nr. 17 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002685/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000525/1.0,"Anlagen 1.1, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000521/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Anlage 1.1 TRGS 519; Nr. 2.9 TRGS 519; DGUV Information 201-012"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000027/1.3,XInneres.Meldeanschrift.zusatzangaben Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000521/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Anlage 1.1 TRGS 519; Nr. 2.9 TRGS 519; DGUV Information 201-012"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000084/1.2,XInneres.Meldeanschrift.hausnummerBuchstabeZusatzziffer Version 8
https://test.schema-repository.fitko.dev/groups/baukasten/G00001387/1.0,"Nr. 2.7 TRGS 519; Nr. 2.15 TRGS 519; Nr. 5.2 TRGS 519; Anlagen 1.2, 1.3 TRGS 519; § 22 (1) ArbSchG; § 2 (17) GefStoffV"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000054/1.3,XInneres.Meldeanschrift.postleitzahl Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002386/1.0,"Nr. 2.7 TRGS 519; Anlagen 1.1, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002386/1.0,"Nr. 2.7 TRGS 519; Anlagen 1.1, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000054/1.3,XInneres.Meldeanschrift.postleitzahl Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000016/1.3,XInneres.Meldeanschrift.hausnummer Version 8
https://test.schema-repository.fitko.dev/groups/baukasten/G00001467/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000053/1.2,XInneres.Meldeanschrift.strasse Version 8
https://test.schema-repository.fitko.dev/groups/baukasten/G00001402/1.0,Nr. 3.2 (2) TRGS 519; Anlage 1.1 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002529/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000537/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Nr. 3.2 (3) TRGS 519; Anlage 1.3 TRGS 519 "
https://test.schema-repository.fitko.dev/fields/baukasten/F00000530/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Nr. 3.2 (3), (9) TRGS 519; Anlagen 1.1, 1.3, 1.6, 1.7 TRGS 519; § 14 GefStoffV"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000035/1.3,"§ 5 (2) Nr. 9 PAuswG vom 21.6.2019; Anhang 3 Abschnitt 1 (Wohnort) PAuswV vom 28.9.2017; Tabelle 11 BSI TR-03123, Version 1.5.1; Xinneres.Meldeanschrift.Wohnort Version 8; XOEV.Kernkomponente.Anschrift.ort vom 31.01.2020"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002520/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002514/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000522/1.0,"Anlage 1.1 TRGS 519,  Nr. 2.10 (3) TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000084/1.2,XInneres.Meldeanschrift.hausnummerBuchstabeZusatzziffer Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002539/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000087/1.3,XInneres.Auslandsanschrift.Anschriftzone.zeile.anschrift Version 8
https://test.schema-repository.fitko.dev/groups/baukasten/G00001462/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000071/1.6,RFC 5322; RFC 5321
https://test.schema-repository.fitko.dev/fields/baukasten/F00000027/1.3,XInneres.Meldeanschrift.zusatzangaben Version 8
https://test.schema-repository.fitko.dev/groups/baukasten/G00001386/1.0,"Anlage 1.3 TRGS 519; Anhang I, Nr. 2.4.2 GefStoffV; Nr. 3.2 (3) TRGS 519"
https://test.schema-repository.fitko.dev/groups/baukasten/G00001468/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000053/1.2,XInneres.Meldeanschrift.strasse Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000053/1.2,XInneres.Meldeanschrift.strasse Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000053/1.2,XInneres.Meldeanschrift.strasse Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000053/1.2,XInneres.Meldeanschrift.strasse Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000053/1.2,XInneres.Meldeanschrift.strasse Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000069/1.5,ITU E.123
https://test.schema-repository.fitko.dev/fields/baukasten/F00000532/1.0,"Nr. 3.2 (3) TRGS 519; Anlagen 1.1, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002509/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002524/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000072/1.3,ITU E.123
https://test.schema-repository.fitko.dev/fields/baukasten/F00000072/1.3,ITU E.123
https://test.schema-repository.fitko.dev/fields/baukasten/F00000016/1.3,XInneres.Meldeanschrift.hausnummer Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000529/1.0,"Anhang I, Nr. 2.4.2, 2.4.4 GefStoffV; Nr. 3.2 (3) TRGS 519; Anlagen 1.1, 1.3, 1.4 TRGS 519; § 6 GefStoffV"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000549/1.0,"Nr. 3.2 (3) TRGS 519; Anlagen 1.1, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002510/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002540/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000035/1.3,"§ 5 (2) Nr. 9 PAuswG vom 21.6.2019; Anhang 3 Abschnitt 1 (Wohnort) PAuswV vom 28.9.2017; Tabelle 11 BSI TR-03123, Version 1.5.1; Xinneres.Meldeanschrift.Wohnort Version 8; XOEV.Kernkomponente.Anschrift.ort vom 31.01.2020"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000016/1.3,XInneres.Meldeanschrift.hausnummer Version 8
https://test.schema-repository.fitko.dev/groups/baukasten/G00001463/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002517/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002550/1.0,Anlage 1.2 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002499/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00000297/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Nr. 3.2 (3) TRGS 519; Anlage 1.3 TRGS 519 "
https://test.schema-repository.fitko.dev/rules/baukasten/R00001339/1.0,"
"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000035/1.3,"§ 5 (2) Nr. 9 PAuswG vom 21.6.2019; Anhang 3 Abschnitt 1 (Wohnort) PAuswV vom 28.9.2017; Tabelle 11 BSI TR-03123, Version 1.5.1; Xinneres.Meldeanschrift.Wohnort Version 8; XOEV.Kernkomponente.Anschrift.ort vom 31.01.2020"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002521/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00000282/1.0,Nr. 2.14 TRGS 519; Nr. 5.1 TRGS 519; Nr. 2.7 TRGS 519; Anlage 1.1 TRGS 519; § 22 (1) ArbSchG
https://test.schema-repository.fitko.dev/groups/baukasten/G00001377/1.0,Nr. 3.2 (7) TRGS 519; Anlage 1.2 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00001287/1.1,§ 126 BGB; § 126a BGB; § 3a (2) VwVfG 
https://test.schema-repository.fitko.dev/fields/baukasten/F00000035/1.3,"§ 5 (2) Nr. 9 PAuswG vom 21.6.2019; Anhang 3 Abschnitt 1 (Wohnort) PAuswV vom 28.9.2017; Tabelle 11 BSI TR-03123, Version 1.5.1; Xinneres.Meldeanschrift.Wohnort Version 8; XOEV.Kernkomponente.Anschrift.ort vom 31.01.2020"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002507/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00001464/1.0,Anlage 1.4 TRGA 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00001403/1.0,"Nr. 3.2 (2), (5) TRGS 519; Anlagen 1.2, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002532/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00001373/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Anlage 1.1 TRGS 519; Nr. 2.8-2.10 TRGS 519; Nr. 14 TRGS 519; Nr. 17 TRGS 519; DGUV Information 201-012"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000054/1.3,XInneres.Meldeanschrift.postleitzahl Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002511/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000519/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Anlage 1.1 TRGS 519; Nr. 2.8 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000016/1.3,XInneres.Meldeanschrift.hausnummer Version 8
https://test.schema-repository.fitko.dev/groups/baukasten/G00000283/1.0,"Anlagen 1.1, 1.3 TRGS 519; Nr. 2.8 - 2.10 TRGS 519; Nr. 3.2 (3) TRGS 519; Nr. 14 TRGS 519; Nr. 17 TRGS 519; Anhang I Nr. 2.4.2 GefStoffV"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002543/1.0,Nr. 3.2 (3) TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00001465/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00001388/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Anlagen 1.1-1.7 TRGS 519; Nr. 3.2 (3), (9) TRGS 519; Nr. 2.7 TRGS 519; Nr. 2.15 TRGS 519; Nr. 5.2 TRGS 519; §22 (1) ArbSchG; § 2 (17) GefStoffV; § 14 GefStoffV; § 6 GefStoffV; Nr. 14.4 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000036/1.1,"XÖV-Kernkoponente.Anschrift.ortsteil;
XInneres 7: Meldeanschrift.WohnortFruehererGemeindename
XMeld 2.41: type.xmeldit.ortslisteneintrag.ortsteilname"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000084/1.2,XInneres.Meldeanschrift.hausnummerBuchstabeZusatzziffer Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002369/1.0,Anhang I Nr. 2.4.2 GefStoffV; Nr. 3.2 (4) TRGS 519; Anlage 1.3 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002379/1.0,"§ 2 (17) GefStoffV; Anlagen 1.1, 1.3 TRGS 519; Nr. 2.7 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000054/1.3,XInneres.Meldeanschrift.postleitzahl Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002429/1.0,Anlage 1.2 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00001457/1.0,Anlage 1.1 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000054/1.3,XInneres.Meldeanschrift.postleitzahl Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000054/1.3,XInneres.Meldeanschrift.postleitzahl Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000054/1.3,XInneres.Meldeanschrift.postleitzahl Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000054/1.3,XInneres.Meldeanschrift.postleitzahl Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002522/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002512/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000084/1.2,XInneres.Meldeanschrift.hausnummerBuchstabeZusatzziffer Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002534/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000527/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Nr. 3.2 (3) TRGS 519; Anlagen 1.1, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002506/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00001460/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000084/1.2,XInneres.Meldeanschrift.hausnummerBuchstabeZusatzziffer Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000037/1.5,XInneres.PostalischeInlandsanschrift.postfach Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002364/1.0,Nr. 3.2 TRGS 519; Anlage 1.1 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002496/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000071/1.6,RFC 5322; RFC 5321
https://test.schema-repository.fitko.dev/groups/baukasten/G00001394/1.0,§ 23 (1) ArbSchG; Anlagen 1.1-1.3 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000526/1.0,"Anlagen 1.1, 1.3, 1.4 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002497/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00000296/1.1,"Anhang I Nr. 2.4.2 GefStoffV; Nr. 3.2 (3) TRGS 519; Anlagen 1.2, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/groups/baukasten/G00001461/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000013/1.5,§ 5 (2) Nr. 1 PAuswG vom 21.6.2019; Anhang 3 PAuswV vom 28.9.2017; Tabelle 9 BSI TR-03123 Version 1.5.1; XOEV.Kernkomponente.NameNatuerlichePerson.familienname vom 31.01.2020
https://test.schema-repository.fitko.dev/fields/baukasten/F00002401/1.0,Nr. 3.2 (3) S. 2 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000154/1.3,§ 5 (2) Nr. 2 PAuswG vom 21.6.2019; Anhang 3 PAuswV vom 28.9.2017; Tabelle 9 BSI TR-03123 Version 1.5.1
https://test.schema-repository.fitko.dev/fields/baukasten/F00002523/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000531/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Nr. 3.2 (3), (9) TRGS 519; Anlagen 1.1, 1.3, 1.5 TRGS 519; Nr. 14.4 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002365/1.0,Anhang I Nr. 2.4.2 GefStoffV; Nr. 3.2 (4) TRGS 519; Anlage 1.3 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002401/1.0,Nr. 3.2 (3) S. 2 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002549/1.0,Anlage 1.1 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000013/1.5,§ 5 (2) Nr. 1 PAuswG vom 21.6.2019; Anhang 3 PAuswV vom 28.9.2017; Tabelle 9 BSI TR-03123 Version 1.5.1; XOEV.Kernkomponente.NameNatuerlichePerson.familienname vom 31.01.2020
https://test.schema-repository.fitko.dev/fields/baukasten/F00002535/1.0,Anlage 1.5 TRGS 519; Nr. 6 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000069/1.5,ITU E.123
https://test.schema-repository.fitko.dev/fields/baukasten/F00000069/1.5,ITU E.123
https://test.schema-repository.fitko.dev/groups/baukasten/G00001470/1.0,§ 23 (1) ArbSchG; Anlagen 1.1-1.3 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000016/1.3,XInneres.Meldeanschrift.hausnummer Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000016/1.3,XInneres.Meldeanschrift.hausnummer Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002373/1.0,Nr. 3.2 (7) TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00000289/1.0,"Anhang I, Nr. 2.4. GefStoffV; Nr. 3.2 (3), (9) TRGS 519; Anlagen 1.1 und 1.3-1.7 TRGS 519; Nr. 14.4 TRGS 519; § 14 GefStoffV; § 6 GefStoffV"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002366/1.0,Anlage 1.3 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002403/1.0,"Nr. 3.2. (1) TRGS 519; Anlagen 1.1, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002492/1.0,Anlage 1.1 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000525/1.0,"Anlagen 1.1, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000539/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Anlagen 1.2, 1.3  TRGS 519"
https://test.schema-repository.fitko.dev/groups/baukasten/G00000290/1.0,"Nr. 3.2 (3) TRGS 519; Anlagen 1.1, 1.3  TRGS 519"
https://test.schema-repository.fitko.dev/groups/baukasten/G00001459/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002501/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002498/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000071/1.6,RFC 5322; RFC 5321
https://test.schema-repository.fitko.dev/fields/baukasten/F00000027/1.3,XInneres.Meldeanschrift.zusatzangaben Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000526/1.0,"Anlagen 1.1, 1.3, 1.4 TRGS 519"
https://test.schema-repository.fitko.dev/groups/baukasten/G00000238/1.3,XInneres.PostalischeInlandsanschrift.Postfachanschrift Version 8
https://test.schema-repository.fitko.dev/groups/baukasten/G00000238/1.3,XInneres.PostalischeInlandsanschrift.Postfachanschrift Version 8
https://test.schema-repository.fitko.dev/groups/baukasten/G00000238/1.3,XInneres.PostalischeInlandsanschrift.Postfachanschrift Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002530/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000084/1.2,XInneres.Meldeanschrift.hausnummerBuchstabeZusatzziffer Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00000550/1.0,"Nr. 3.2 (3) TRGS 519; Anlagen 1.1, 1.3  TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002519/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002493/1.0,"§ 2 (17) GefStoffV; Anlagen 1.1, 1.3 TRGS 519; Nr. 2.7 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000027/1.3,XInneres.Meldeanschrift.zusatzangaben Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002504/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000037/1.5,XInneres.PostalischeInlandsanschrift.postfach Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002502/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000037/1.5,XInneres.PostalischeInlandsanschrift.postfach Version 8
https://test.schema-repository.fitko.dev/fields/baukasten/F00002372/1.0,Nr. 3.2 (7) TRGS 519; Anlage 1.2 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002505/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000035/1.3,"§ 5 (2) Nr. 9 PAuswG vom 21.6.2019; Anhang 3 Abschnitt 1 (Wohnort) PAuswV vom 28.9.2017; Tabelle 11 BSI TR-03123, Version 1.5.1; Xinneres.Meldeanschrift.Wohnort Version 8; XOEV.Kernkomponente.Anschrift.ort vom 31.01.2020"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000154/1.3,§ 5 (2) Nr. 2 PAuswG vom 21.6.2019; Anhang 3 PAuswV vom 28.9.2017; Tabelle 9 BSI TR-03123 Version 1.5.1
https://test.schema-repository.fitko.dev/fields/baukasten/F00000154/1.3,§ 5 (2) Nr. 2 PAuswG vom 21.6.2019; Anhang 3 PAuswV vom 28.9.2017; Tabelle 9 BSI TR-03123 Version 1.5.1
https://test.schema-repository.fitko.dev/fields/baukasten/F00000035/1.3,"§ 5 (2) Nr. 9 PAuswG vom 21.6.2019; Anhang 3 Abschnitt 1 (Wohnort) PAuswV vom 28.9.2017; Tabelle 11 BSI TR-03123, Version 1.5.1; Xinneres.Meldeanschrift.Wohnort Version 8; XOEV.Kernkomponente.Anschrift.ort vom 31.01.2020"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002541/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00000296/1.1,"Anhang I Nr. 2.4.2 GefStoffV; Nr. 3.2 (3) TRGS 519; Anlagen 1.2, 1.3 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000044/1.2,§126 BGB; §126a BGB; § 3a (2) VwVfG 
https://test.schema-repository.fitko.dev/fields/baukasten/F00002531/1.0,Anlage 1.5 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000035/1.3,"§ 5 (2) Nr. 9 PAuswG vom 21.6.2019; Anhang 3 Abschnitt 1 (Wohnort) PAuswV vom 28.9.2017; Tabelle 11 BSI TR-03123, Version 1.5.1; Xinneres.Meldeanschrift.Wohnort Version 8; XOEV.Kernkomponente.Anschrift.ort vom 31.01.2020"
https://test.schema-repository.fitko.dev/fields/baukasten/F00000035/1.3,"§ 5 (2) Nr. 9 PAuswG vom 21.6.2019; Anhang 3 Abschnitt 1 (Wohnort) PAuswV vom 28.9.2017; Tabelle 11 BSI TR-03123, Version 1.5.1; Xinneres.Meldeanschrift.Wohnort Version 8; XOEV.Kernkomponente.Anschrift.ort vom 31.01.2020"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002491/1.0,"Anlagen 1.1, 9 TRGS 519"
https://test.schema-repository.fitko.dev/fields/baukasten/F00002465/1.0,Art. 6 (1) DSGVO
https://test.schema-repository.fitko.dev/groups/baukasten/G00001393/1.0,Anlage 1.2 TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002374/1.0,Nr. 3.2 (7) TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00002516/1.0,Anlage 1.4 TRGS 519
https://test.schema-repository.fitko.dev/groups/baukasten/G00001378/1.0,Anlage 1.1 TRGS 519; Nr. 3.2 TRGS 519; Anhang I Nr. 2.4.2 GefStoffV; Nr. 2.14 TRGS 519; Nr. 5.1 TRGS 519; Nr. 2.7 TRGS 519; § 22 (1) ArbSchG
https://test.schema-repository.fitko.dev/fields/baukasten/F00000013/1.5,§ 5 (2) Nr. 1 PAuswG vom 21.6.2019; Anhang 3 PAuswV vom 28.9.2017; Tabelle 9 BSI TR-03123 Version 1.5.1; XOEV.Kernkomponente.NameNatuerlichePerson.familienname vom 31.01.2020
https://test.schema-repository.fitko.dev/fields/baukasten/F00002543/1.0,Nr. 3.2 (3) TRGS 519
https://test.schema-repository.fitko.dev/fields/baukasten/F00000535/1.0,"Anhang I, Nr. 2.4.2 GefStoffV; Nr. 3.2 (3) TRGS 519; Anlage 1.3 TRGS 519 "
https://test.schema-repository.fitko.dev/fields/baukasten/F00002518/1.0,Anlage 1.4 TRGS 519
